ticker,company_name,market,revenue_period,period_type,revenue,currency,source
AMD,AMD,US,2025-09-27,quarterly,9246000000.0,USD,https://data.sec.gov/api/xbrl/companyfacts/CIK0000002488.json
2376.TW,技嘉,TW,2025-10,monthly,28318245000.0,TWD,https://api.finmindtrade.com/api/v4/data
2377.TW,微星,TW,2025-10,monthly,20624113000.0,TWD,https://api.finmindtrade.com/api/v4/data
2376.TW,技嘉,TW,2025-11,monthly,30729748000.0,TWD,https://api.finmindtrade.com/api/v4/data
2377.TW,微星,TW,2025-11,monthly,20118435000.0,TWD,https://api.finmindtrade.com/api/v4/data
2376.TW,技嘉,TW,2025-12,monthly,30306210000.0,TWD,https://api.finmindtrade.com/api/v4/data
2377.TW,微星,TW,2025-12,monthly,16864668000.0,TWD,https://api.finmindtrade.com/api/v4/data
2376.TW,技嘉,TW,2026-01,monthly,33118551000.0,TWD,https://api.finmindtrade.com/api/v4/data
2377.TW,微星,TW,2026-01,monthly,22271797000.0,TWD,https://api.finmindtrade.com/api/v4/data
2376.TW,技嘉,TW,2026-02,monthly,32908194000.0,TWD,https://api.finmindtrade.com/api/v4/data
2377.TW,微星,TW,2026-02,monthly,16140711000.0,TWD,https://api.finmindtrade.com/api/v4/data
2376.TW,技嘉,TW,2026-03,monthly,39028800000.0,TWD,https://api.finmindtrade.com/api/v4/data
2377.TW,微星,TW,2026-03,monthly,17844331000.0,TWD,https://api.finmindtrade.com/api/v4/data
AMD,AMD,US,2026-03-28,quarterly,10253000000.0,USD,https://data.sec.gov/api/xbrl/companyfacts/CIK0000002488.json
2376.TW,技嘉,TW,2026-04,monthly,52267730000.0,TWD,https://api.finmindtrade.com/api/v4/data
2377.TW,微星,TW,2026-04,monthly,16358371000.0,TWD,https://api.finmindtrade.com/api/v4/data
2376.TW,技嘉,TW,2026-05,monthly,49053470000.0,TWD,https://api.finmindtrade.com/api/v4/data
2377.TW,微星,TW,2026-05,monthly,15798485000.0,TWD,https://api.finmindtrade.com/api/v4/data
2376.TW,技嘉,TW,2026-06,monthly,42892460000.0,TWD,https://api.finmindtrade.com/api/v4/data
2377.TW,微星,TW,2026-06,monthly,17755864000.0,TWD,https://api.finmindtrade.com/api/v4/data
AMD,AMD,US,2026-06-27,quarterly,11536000000.0,USD,https://data.sec.gov/api/xbrl/companyfacts/CIK0000002488.json
2376.TW,技嘉,TW,2026-07,monthly,44213037000.0,TWD,https://api.finmindtrade.com/api/v4/data
2377.TW,微星,TW,2026-07,monthly,19342388000.0,TWD,https://api.finmindtrade.com/api/v4/data
2376.TW,技嘉,TW,2026-08,monthly,47400848000.0,TWD,https://api.finmindtrade.com/api/v4/data
